"ensembl_gene_id","schizo_sft8_minSize30_cutHeight0.15","schizo_sft8_minSize30_cutHeight0.2","schizo_sft8_minSize30_cutHeight0.25","schizo_sft8_minSize50_cutHeight0.15","schizo_sft8_minSize50_cutHeight0.2","schizo_sft8_minSize50_cutHeight0.25","schizo_sft9_minSize30_cutHeight0.15","schizo_sft9_minSize30_cutHeight0.2","schizo_sft9_minSize30_cutHeight0.25","schizo_sft9_minSize50_cutHeight0.15","schizo_sft9_minSize50_cutHeight0.2","schizo_sft9_minSize50_cutHeight0.25","schizo_sft10_minSize30_cutHeight0.15","schizo_sft10_minSize30_cutHeight0.2","schizo_sft10_minSize30_cutHeight0.25","schizo_sft10_minSize50_cutHeight0.15","schizo_sft10_minSize50_cutHeight0.2","schizo_sft10_minSize50_cutHeight0.25","bipolar_sft8_minSize30_cutHeight0.15","bipolar_sft8_minSize30_cutHeight0.2","bipolar_sft8_minSize30_cutHeight0.25","bipolar_sft8_minSize50_cutHeight0.15","bipolar_sft8_minSize50_cutHeight0.2","bipolar_sft8_minSize50_cutHeight0.25","bipolar_sft9_minSize30_cutHeight0.15","bipolar_sft9_minSize30_cutHeight0.2","bipolar_sft9_minSize30_cutHeight0.25","bipolar_sft9_minSize50_cutHeight0.15","bipolar_sft9_minSize50_cutHeight0.2","bipolar_sft9_minSize50_cutHeight0.25","bipolar_sft12_minSize30_cutHeight0.15","bipolar_sft12_minSize30_cutHeight0.2","bipolar_sft12_minSize30_cutHeight0.25","bipolar_sft12_minSize50_cutHeight0.15","bipolar_sft12_minSize50_cutHeight0.2","bipolar_sft12_minSize50_cutHeight0.25","bipolar_sft14_minSize30_cutHeight0.15","bipolar_sft14_minSize30_cutHeight0.2","bipolar_sft14_minSize30_cutHeight0.25","bipolar_sft14_minSize50_cutHeight0.15","bipolar_sft14_minSize50_cutHeight0.2","bipolar_sft14_minSize50_cutHeight0.25","mdd_sft9_minSize30_cutHeight0.15","mdd_sft9_minSize30_cutHeight0.2","mdd_sft9_minSize30_cutHeight0.25","mdd_sft9_minSize50_cutHeight0.15","mdd_sft9_minSize50_cutHeight0.2","mdd_sft9_minSize50_cutHeight0.25","mdd_sft10_minSize30_cutHeight0.15","mdd_sft10_minSize30_cutHeight0.2","mdd_sft10_minSize30_cutHeight0.25","mdd_sft10_minSize50_cutHeight0.15","mdd_sft10_minSize50_cutHeight0.2","mdd_sft10_minSize50_cutHeight0.25","mdd_sft11_minSize30_cutHeight0.15","mdd_sft11_minSize30_cutHeight0.2","mdd_sft11_minSize30_cutHeight0.25","mdd_sft11_minSize50_cutHeight0.15","mdd_sft11_minSize50_cutHeight0.2","mdd_sft11_minSize50_cutHeight0.25","mdd_sft12_minSize30_cutHeight0.15","mdd_sft12_minSize30_cutHeight0.2","mdd_sft12_minSize30_cutHeight0.25","mdd_sft12_minSize50_cutHeight0.15","mdd_sft12_minSize50_cutHeight0.2","mdd_sft12_minSize50_cutHeight0.25"
"ENSG00000167986","1","1","1","1","1","1","17","3","3","3","3","3","4","4","1","1","1","1","5","5","2","3","2","2","16","9","8","5","1","1","13","11","9","2","2","1","3","1","1","3","3","1","3","2","2","3","2","2","4","4","2","2","3","2","4","3","4","2","2","2","3","2","2","3","3","3"
"ENSG00000167985","10","10","10","9","8","8","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","4","1","1","11","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","6","6","7","6","6","6","6","5","10","7","6","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000167981","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","27","10","2","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000154429","7","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000092820","4","3","3","4","3","3","1","1","1","4","4","4","1","2","3","3","3","2","37","3","2","2","2","2","3","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","1","1","1","1","1","1","15","14","3","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000127452","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000205352","1","1","1","1","1","1","2","1","1","1","1","1","5","1","2","1","1","1","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"ENSG00000205356","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","1","11","8","4","10","8","4","5","5","3","7","4","4","4","5","5","5","4","3","4","4","4","4","2","1","2","3","3","2","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000008282","2","2","2","2","2","2","1","1","1","1","1","1","3","3","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","3","3","3","5","2","3","1","1","1","1","1","1","1","1","1","5","5","4"
"ENSG00000008283","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","5","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","1","1","10","8","8","4","4","1"
"ENSG00000225830","24","11","11","6","7","6","21","14","12","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166582","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","3","3","2","3","3","2","2","2","2","5","5","3","7","4","4","17","13","11","9","8","7","15","12","9","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000157734","2","2","2","2","2","2","5","4","5","5","5","5","3","3","1","7","7","6","1","1","1","1","1","1","11","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","3","4","5","4","4","3","1","1","1","4","4","1"
"ENSG00000229325","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","2","2","3","5","3","3","12","8","7","4","3","3","3","3","3","2","2","1","1","1","1","7","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","7","7","4","4","1"
"ENSG00000229320","7","3","3","4","3","3","4","2","2","4","4","4","1","2","3","3","3","2","4","4","5","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","0","0","0","0","0","0"
"ENSG00000229321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000278053","3","4","4","3","4","4","8","8","6","2","2","2","6","5","5","0","0","0","17","6","4","12","9","8","9","4","3","3","6","6","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","3","2","2","4","4","2","4","5","2","4","3","4","2","2","2","3","2","2","3","3","3"
"ENSG00000164989","6","8","8","6","7","6","9","9","9","8","8","8","0","0","0","0","0","0","1","1","1","4","1","1","11","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","15","6","6","7","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000159256","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","22","15","11","2","3","3","3","3","3","11","2","3","8","8","7","6","7","6","9","7","7","5","5","4"
"ENSG00000251602","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","1","1","1","3","4","5","4","4","3","1","1","1","4","4","1"
"ENSG00000157881","1","1","1","1","1","1","1","1","1","1","1","1","5","1","2","2","2","1","11","8","4","13","10","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","4","4","5","5","4","7","7","4","7","8","4","6","7","3","10","10","8","5","3","3","0","0","0"
"ENSG00000170160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","20","14","9","6","3","15","11","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000121310","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","3","3","2","2","2","2","7","7","6","8","7","7","1","1","1","6","5","5","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000257093","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","1","1","1","1","1","1","3","4","5","4","4","3","1","1","1","1","1","1"
"ENSG00000198912","5","7","7","5","6","7","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","5","3","3","4","3","4","16","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000198911","20","6","6","1","1","1","1","1","1","7","7","7","8","7","4","1","1","1","6","6","4","6","4","4","3","1","1","5","1","1","8","1","1","3","3","1","3","1","1","4","2","1","5","1","1","5","5","4","5","5","4","6","6","4","7","5","3","5","5","4","6","3","3","4","4","1"
"ENSG00000164675","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","7","7","6","6","5","5","7","6","6","5","4","3","12","9","9","9","8","8","12","11","9","9","9","7","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000198914","1","1","1","1","1","1","5","4","5","5","5","5","3","3","1","2","2","1","1","1","1","4","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000198915","1","1","1","1","1","1","1","1","1","5","5","5","20","17","1","2","2","1","11","8","4","10","8","4","5","5","3","7","4","4","10","8","7","5","4","3","4","4","4","1","1","2","1","1","1","1","1","1","3","3","3","5","2","3","1","1","1","1","1","1","5","3","3","1","1","1"
"ENSG00000198919","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","5","2","3","1","1","1","1","1","1","1","1","1","5","5","4"
"ENSG00000250686","8","6","6","7","3","3","15","2","2","4","4","4","10","9","8","5","5","4","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","10","8","8","8","7","7","10","9","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000141485","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","4","4","3","12","8","8","13","10","9","14","5","3","12","4","4","10","8","7","11","4","3","4","4","4","0","0","0","2","3","3","2","3","3","3","3","3","1","1","1","3","4","5","4","4","3","1","1","1","4","4","1"
"ENSG00000175445","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","3","3","2","2","2","2","2","1","1","2","1","1","7","7","6","6","5","5","13","1","1","2","2","1","12","9","9","9","8","8","12","11","9","9","9","7","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000082293","4","3","3","4","3","3","4","2","2","4","4","4","1","2","3","3","3","2","4","4","5","2","2","2","2","1","1","2","1","1","1","1","1","2","2","1","18","14","9","2","2","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000125149","8","6","6","7","3","3","16","2","2","9","9","9","0","0","0","0","0","0","8","10","4","6","4","4","3","1","1","5","1","1","1","1","1","3","3","1","3","1","1","4","2","1","18","12","2","4","4","2","9","1","1","1","1","1","12","1","1","9","9","1","2","2","2","2","2","2"
"ENSG00000125148","22","5","5","10","5","5","6","5","7","6","6","6","7","6","6","4","4","3","10","7","6","7","5","5","10","6","5","9","5","5","5","6","4","0","0","0","8","7","3","0","0","0","14","10","10","0","0","0","13","12","10","0","0","0","11","10","9","0","0","0","0","0","0","0","0","0"
"ENSG00000125144","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","10","7","6","7","5","5","20","13","11","9","5","5","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"ENSG00000198265","29","3","3","7","3","3","11","11","10","4","4","4","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000179195","27","12","12","12","10","10","3","3","3","3","3","3","4","4","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000161912","1","1","1","1","1","1","5","4","5","5","5","5","2","1","2","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","3","3","3","5","2","3","3","4","5","4","4","3","1","1","1","1","1","1"
"ENSG00000279631","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","5","5","2","3","2","2","16","9","8","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","5","2","3","1","1","1","1","1","1","0","0","0","0","0","0"
"ENSG00000148331","20","6","6","1","1","1","7","6","4","7","7","7","8","7","4","2","2","1","6","6","4","6","4","4","9","4","3","3","6","6","4","5","5","5","4","3","6","5","5","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000038219","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","30","23","16","1","1","1","6","4","3","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","22","15","11","1","1","1","3","3","3","11","2","3","3","4","5","4","4","3","1","1","1","4","4","1"
"ENSG00000214706","12","5","5","8","5","5","6","5","7","6","6","6","18","15","13","0","0","0","4","4","5","2","2","2","3","1","1","2","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","2","2","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000167515","21","16","16","3","4","4","14","13","6","2","2","2","6","5","5","3","3","2","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","3","3","1","1","1","1","2","2","1","9","5","5","6","2","5","11","10","8","4","5","2","4","3","4","6","7","6","4","4","4","0","0","0"
"ENSG00000038210","5","7","7","6","7","6","10","10","4","7","7","7","0","0","0","0","0","0","7","9","1","4","1","1","11","2","2","1","2","2","13","11","9","1","1","2","11","9","7","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000136541","1","1","1","1","1","1","3","3","3","3","3","3","3","3","1","7","7","6","1","1","1","1","1","1","6","4","3","1","2","2","9","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","11","2","3","3","4","5","4","4","3","1","1","1","5","5","4"
"ENSG00000253953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000237807","29","3","3","4","3","3","4","2","2","8","8","8","1","2","3","3","3","2","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000177971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","28","19","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","13","1","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000010438","2","2","2","2","2","2","1","1","1","1","1","1","1","2","3","2","2","1","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","12","10","4","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","5","2","3","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000047315","3","4","4","3","4","4","8","8","6","2","2","2","6","5","5","3","3","2","2","2","3","5","3","3","4","3","4","4","3","3","3","3","3","2","2","1","5","3","1","3","3","1","3","2","2","3","2","2","4","4","2","2","3","2","4","3","4","2","2","2","3","2","2","3","3","3"
"ENSG00000002834","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000176371","4","3","3","4","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000230461","31","12","12","2","2","2","17","3","3","1","1","1","4","4","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","11","2","3","3","4","5","4","4","3","1","1","1","5","5","4"
"ENSG00000163879","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","7","7","6","6","5","5","7","6","6","5","4","3","12","9","9","9","8","8","12","11","9","9","9","7","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000163877","18","14","13","5","6","7","7","6","4","7","7","7","8","7","4","0","0","0","2","2","3","5","3","3","8","3","4","6","3","3","3","3","3","2","2","1","9","3","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000163875","3","4","4","3","4","4","13","7","8","2","2","2","6","5","5","3","3","2","2","2","3","5","3","3","2","1","1","2","1","1","3","3","3","2","2","1","5","3","1","3","3","1","20","5","5","3","2","2","4","4","2","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000163873","8","6","6","7","3","3","16","2","2","4","4","4","1","2","3","3","3","2","11","8","4","1","1","1","5","5","3","7","4","4","6","4","1","11","4","3","4","4","4","6","5","1","19","13","12","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","10","8","8","2","2","2"
"ENSG00000163872","8","6","6","7","3","3","7","6","4","7","7","7","11","10","4","3","3","2","37","3","2","4","1","1","31","1","1","1","2","2","2","2","2","1","1","2","1","1","1","4","2","1","6","4","4","5","5","4","5","5","4","6","6","4","5","5","3","5","5","4","6","3","3","0","0","0"
"ENSG00000163870","3","4","4","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","35","28","19","2","2","2","13","10","9","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172613","20","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7","6","7","5","5","4","3","4","9","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000144451","13","3","3","1","1","1","1","1","1","1","1","1","11","10","4","1","1","1","8","10","4","6","4","4","28","1","1","5","1","1","1","1","1","3","3","1","3","1","1","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000144455","1","1","1","1","1","1","2","1","1","1","1","1","3","3","1","7","7","6","1","1","1","1","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","3","4","5","1","1","1","1","1","1","1","1","1"
"ENSG00000127903","8","6","6","7","3","3","1","1","1","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","3","1","1","2","1","1","1","1","1","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000136485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","12","9","2","2","2","13","10","9","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000132906","5","7","7","3","4","4","0","0","0","0","0","0","0","0","0","0","0","0","8","10","4","6","4","4","3","1","1","5","1","1","8","1","1","3","3","1","0","0","0","0","0","0","3","2","2","3","2","2","4","4","2","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000274349","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","1","1","1","1","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000279598","17","13","14","4","3","3","4","2","2","4","4","4","1","2","3","3","3","2","14","12","9","1","1","1","13","10","9","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","6","6","5","8","7","6","10","6","6","8","6","5","1","1","1","1","1","1"
"ENSG00000133059","3","4","4","3","4","4","13","7","8","2","2","2","6","5","5","3","3","2","4","4","5","3","2","2","4","3","4","4","3","3","1","1","1","2","2","1","1","1","1","3","3","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000277534","1","1","1","1","1","1","18","7","8","3","3","3","4","4","1","1","1","1","16","7","6","7","5","5","10","6","5","10","5","5","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","3","3","1","9","7","7","2","2","2"
"ENSG00000277531","1","1","1","1","1","1","1","1","1","1","1","1","19","16","6","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","5","2","3","2","2","2","3","3","1","1","1","1","1","1","1"
"ENSG00000141219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","2","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000271270","16","5","5","8","5","5","6","5","7","6","6","6","0","0","0","0","0","0","4","4","5","2","2","2","2","1","1","2","1","1","1","1","1","3","3","1","1","1","1","2","2","1","2","3","3","2","3","3","3","3","3","1","1","1","3","4","5","4","4","3","0","0","0","0","0","0"
"ENSG00000130881","1","1","1","1","1","1","28","4","5","5","5","5","20","17","1","1","1","1","11","8","4","10","8","4","1","2","2","1","2","2","2","2","2","1","1","2","4","4","4","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000223745","2","2","2","2","2","2","1","1","1","1","1","1","3","3","1","2","2","1","6","6","4","6","4","4","3","1","1","5","1","1","8","1","1","3","3","1","3","1","1","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000136732","30","19","8","13","11","6","25","17","9","8","8","8","9","8","7","6","6","5","4","4","5","2","2","2","2","1","1","2","1","1","6","4","1","11","4","3","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","5","2","3","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000136731","27","12","12","12","10","10","3","3","3","3","3","3","4","4","1","1","1","1","6","6","4","6","4","4","9","4","3","3","6","6","0","0","0","0","0","0","0","0","0","0","0","0","8","7","7","0","0","0","8","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000136738","4","3","3","4","3","3","3","3","3","3","3","3","1","2","3","1","1","1","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","16","5","5","6","2","5","4","4","2","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000137338","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","3","3","1","1","1","1","2","2","1","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000188004","2","2","2","2","2","2","13","7","8","2","2","2","13","12","10","0","0","0","2","2","3","11","6","3","8","3","4","6","3","3","3","3","3","2","2","1","9","3","1","0","0","0","3","2","2","3","2","2","2","2","2","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000122378","6","8","8","6","7","6","0","0","0","0","0","0","0","0","0","0","0","0","5","5","2","3","2","2","2","1","1","2","1","1","1","1","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000137285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","26","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","3","3","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000137288","1","1","1","1","1","1","3","3","3","3","3","3","2","1","2","1","1","1","10","7","6","7","5","5","10","6","5","10","5","5","5","6","4","0","0","0","8","7","3","0","0","0","2","3","3","2","3","3","3","3","3","1","1","1","3","4","5","4","4","3","0","0","0","0","0","0"
"ENSG00000127152","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","29","12","9","8","7","6","13","10","9","11","8","8","7","7","6","6","5","5","7","6","6","5","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000130770","28","6","6","7","3","3","16","2","2","0","0","0","0","0","0","0","0","0","8","10","4","14","11","10","3","1","1","5","1","1","13","11","9","3","3","1","3","1","1","4","2","1","16","5","5","6","2","5","11","10","8","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000130772","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","9","1","4","1","1","11","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
